"id_cliente","cliente","persona","direccion","ciudad","telefono","correo_electronico"
"900967458","CONJUNTO RESIDENCIAL TRIGALES PH","Persona Jurídica","Cr 18 No 84 84 P3","Medellín","1234567","aureliotabordamesa@hotmail.com"
"900968167","CONJUNTO DE USO MIXTO OBRASQUINCE PROPIEDAD HORIZONTAL","Persona Jurídica","CR 36 1SUR 15","Medellín","3139716","solicitudes@quantumadministraciones.com"
"900975120","UNIDAD RESIDENCIAL CITTE - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 33 27 A 91","Medellín","3163221789","citteph@gmail.com"
"900980179","CONJUNTO RESIDENCIAL FONT ETAPA 1","Persona Jurídica","CL 37A  15 B 50","Medellín","3116425711","conjuntofont@gmail.com"
"900981887","CONJUNTO RESIDENCIAL AMONTE PH","Persona Jurídica","CR 86C 80SUR 155","Sabaneta","2099630","contabilidad@tmgservicios.com"
"900999181","ONE PLAZA PH","Persona Jurídica","CR 43 43A 5 A 13","Medellín","1234567","contabilidadoneplaza@mts.com.co"
"901001718","MALL VIVA PALMAS","Persona Jurídica","AVENIDA LAS PALMAS KM. 17","Medellín","3661557",
"901003050","CONJUNTO RESIDENCIAL TIERRA GRATA DEL ESMERALDAL","Persona Jurídica","Cl 27 Sur 27 92","Medellín","2685588","tierragratadelesmeraldal@gmail.com"
"901011269","INV.MARMAX  S.A.S.","Persona Jurídica","CL 23 43A-85 L 140","Medellín","2322536",
"901016294","EDIFICIO MONDRIAN","Persona Jurídica","Cl 15 D Sur 32 12","Medellín","3105263922",
"901019248","EDIFICIO VERDUN P.H.","Persona Jurídica","CL 39 D SUR 24 E E 146","Envigado","4798252",
"901020155","UNIDAD RESIDENCIAL EDIFICIO BOTSUANA","Persona Jurídica","CR 39 12 10","Medellín","2685588","edificiobotsuana@gmail.com"
"901022548","CONJUNTO RESIDENCIAL NATIVO MADERA P.H.","Persona Jurídica","Carrera 27AA # 36 Sur  170","Medellín","4485354","admon@nativomadera.com"
"901029179","PROMOTORA AJL SAS","Persona Jurídica","CR 74B 39 D 6","Medellín","4114991",
"901033723","URBANIZACION MESA DEL CAMPO","Persona Jurídica","CL 26B 25 20","Medellín","5629552","urmesadelcampo@gmail.com"
"901038356","BALSO RESERVADO PROPIEDAD HORIZONTAL","Persona Jurídica","CR 37A 9 SUR 202","Medellín","4480786","tesoreria@admonyasesorias.com"
"901040654","EDIFICIO SANTELMO - PROPIEDAD HORIZONTAL","Persona Jurídica","CIR 1 5 32","Medellín","2973470","edsantelmo.ph@gmail.com"
"901041997","URBANIZACION CANELA P.H.","Persona Jurídica","cr 41 57 sur 01","Medellín","1234567",
"901051864","EDIFICIO WHITE PROPIEDAD HORIZONTAL","Persona Jurídica","CR 39 13 SUR 28","Medellín","3148204043","tesoreria@admonyasesorias.com"
"901053024","CONJUNTO RESIDENCIAL CALIFORNIA P.H.","Persona Jurídica","CR 25 A 38 D SUR 30","Envigado","4449624","andresgiraldo76@hotmail.com"
"901065512","HOTEL AJ FERIAL BOGOTA SAS","Persona Jurídica","CR 36 25B78","Bogotá","5168765",
"901081447","CONJUNTO RESIDENCIAL ANTARES ETAPA 4 TORRE 4- PROPIEDAD HORIZONTAL","Persona Jurídica","CL 32C 28 A 65","Medellín","1234567",
"901089729","CONJUNTO RESIDENCIAL MANZANA ONCE PH","Persona Jurídica","CR 79 A SUR 46 49","Medellín","3205148987","facturacion@administracionmgm.com"
"901092017","URBANIZACION LA FORET","Persona Jurídica","CR 20 No 12 SUR 92","Medellín","1234567","tesoreria@admonyasesorias.com"
"901107910","CONJUNTO RESIDENCIA ANTARES ETAPA 5-TORRE 5 PH","Persona Jurídica","CL 32C 27 A 43","Medellín","4981692","concejotorre5@hotmail.com"
"901109479","EDIFICIO RESIDENCIAL LALIK - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 37 A 11 B 57","Medellín","317146","cospina.servicios@gmail.com"
"901109939","EDIFICIO LUXOR P.H","Persona Jurídica","CR 20 No 12 SUR 92","Medellín","1234567",
"901111326","CENTRO EMPRESARIAL S-48 TOWERS PH","Persona Jurídica","CALLE 49 SUR #45 - 300","Medellín","2554200","facturacions48tower@gmail.com"
"901114824","CONJUNTO RESIDENCIAL OBRADIECINUEVE - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 35 1 A SUR 2","Medellín","5898536","mantenimientogrupoochoph@gmail.com"
"901117025","HOTEL H&M S.A.S.","Persona Jurídica","CR 33 30 41","Cali","1234567",
"901117665","EDIFICIO TERRANOVA PH","Persona Jurídica","TV 35 SUR 30 02","Envigado","4442420","jose@tmgservicios.com"
"901134610","URBANIZACION CACTUS P.H","Persona Jurídica","CL 75 A A SUR 53 246","La Estrella","3104455055","cactustorre1@gmail.com"
"901140342","EDIFICIO TURCAL  DE LAURELES - PROPIEDAD HORIZONTAL","Persona Jurídica","CIR 4 71 74","Medellín","1234567",
"901142267","CONJUNTO RESIDENCIAL URBANIZACION MONT CLAIRE PH","Persona Jurídica","CL 24 SUR 38 91","Envigado","3127838254","andresgiraldo76@hotmail.com"
"901147602","UNIDAD RESIDENCIAL ED ACQUAVELLA PH","Persona Jurídica","CL 24 39A 70","Medellín","4449624","andresgiraldo76@hotmail.com"
"901147823","LA ANDALUZA PARCELACION PH","Persona Jurídica","SEC LAS PALMAS","Medellín","3136506781","adrian6azul@hotmail.com"
"901154354","CONJUNTO RESIDENCIAL LEMONT II PH","Persona Jurídica","KM 15 ALTO DE LAS PALMAS","Medellín","4483149","mcramirez@abelardoyepes.com"
"901160334","URBANIZACION BOSQUES DE SAUCES PRIMERA ETAPA P.H","Persona Jurídica","CR 50 99 SUR 69","La Estrella","4442015","admonbosquesdesauces@gmail.com"
"901161651","CONJUNTO RESIDENCIAL BILBAO 2 P.H.","Persona Jurídica","CR 57 B 76 SUR 75","La Estrella","3222323","bilbao2ph@gmail.com"
"901166042","URBANIZACIÓN DUVILLE APARTAMENTOS PH","Persona Jurídica","CR 20 12SUR 42","Medellín","4442015","duvilleph@gmail.com"
"901183328","PARCELACION BRACAMONTE P.H","Persona Jurídica","VDA LAS PALMAS PD 472","Medellín","3136506781","adrian6azul@hotmail.com"
"901184287","EDIFICIO CUMBRES DE MARIA P.H. PRIMERA ETAPA Y SEGUNDA ETAPA","Persona Jurídica","CR 60 77 SUR 84","La Estrella","3107884087","cumbresdemaria@hotmail.com"
"901187614","CONJUNTO RESIDENCIAL AMSTERDAM  APARTAMENTOS","Persona Jurídica","CL 5 25 115","Medellín","4480786","administracion@administracionesyasesorias.com"
"901187625","CLUB RESIDENCIAL FIDELINA PARK P.H","Persona Jurídica","CL 75B 38 05","Sabaneta","2209039","fidelinapark@gmail.com"
"901190138","CONJUNTO RESIDENCIA NATIVO ARENA PH","Persona Jurídica","CR 27 AA 30 SUR 160","Envigado","3007829888","compras@abelardoyepes.com"
"901199269","CONJUNTO RESIDENCIAL BAMBÚ PH","Persona Jurídica","Cr 33 72 sur 35","Medellín","4034391","crbambuph@gmail.com"
"901221013","URBANIZACION ALDEA DEL SUR TORRE 1 P.H.","Persona Jurídica","CR 56 C 83 D D SUR 201","La Estrella","5898936","aldeadelsurph@gmail.com"
"901223457","EDIFICIO AMATISTA LIFE STYLE P.H.","Persona Jurídica","CR 72 34 25","Medellín","5791199","admon.amatista1@gmail.com"
"901237105","URBANIZACION DANZA DEL CAMPO PH","Persona Jurídica","CR 26 25A 61","Retiro","2853187","evolucionadmon@hotmail.com"
"901242203","CONJUNTO RESIDENCIAL VISTA APARTAMIRADOR P.H. ETAPA 1 - TORRE 1","Persona Jurídica","CL 71 SUR 33 150","Sabaneta","3225044","contabilidad@tmgservicios.com"
"901245692","EDIFICIO LAS VEGAS PROPIEDAD HORIZONTAL","Persona Jurídica","CR 48A 16SUR 42","Medellín","44879999","edificiolasvegasph05@gmail.com"
"901248938","CONJUNTO RESIDENCIAL URBANIZACION ROSSET","Persona Jurídica","CL 27 SUR 28 49","Medellín","3325208","tesoreria@caaph.co"
"901255551","EDIFICIO MIRADOR VERDE PH","Persona Jurídica","CIR 2 66B74","Medellín","4487999","miradorverdeph@gmail.com"
"901263808","EDIFICIO IBIZA LOFTS - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 47 C 76 D SUR 20","Sabaneta","3003255858","ibizaloftph@gmail.com"
"901331496","EDIFICIO MONTREAL PH","Persona Jurídica","CR 18 7 78","Girardota","3045242226","montrealph5@gmail.com"
"901332535","EDIFICIO TORRE SCAGLIA - PROPIEDAD HORIZONTAL","Persona Jurídica","CL 43A 15 sur 15","Medellín","4485354","torrescagliaph@gmail.com"
"901358146","EDIFICO ALUNA PH","Persona Jurídica","CR 25 41B SUR 37","Envigado","4484173","admonedificioaluna@gmail.com"
"901359102","EDIFICIO NATURAL P.H.","Persona Jurídica","CL 39 D SUR 25 121","Medellín","3221851","facturacion@administracionmgm.com"
"901368258","EDIFICIO 35 PALMS - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 35 15 B 143","Medellín","3202567584","contabilidad35palms@mts.com.co"
"901384899","EDIFICIO BILBAO PH","Persona Jurídica","CR 20 8 42","Girardota","2943096","mariaisabelcadavids@gmail.com"
"901390799","SQUARE TRADE AND HOME - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 43 9 SUR 105","Medellín","4795850","asistentesquare@mts.com.co"
"901392726","EDIFICIO MURANO PLAZA P.H.","Persona Jurídica","CL 40SUE 41 44","Envigado","3202098764","muranoplazaph@gmail.com"
"901399851","URBANIZACION LAUREL PH","Persona Jurídica","CR 41 57 SUR 60","Sabaneta","5879307","laurel240.ph@gmail.com"
"901399867","URBANIZACION MADEROS DEL RETIRO DE USO MIXTO","Persona Jurídica","CL 24 A 20 65","Retiro","3218027941","comprascrismatt@gmail.com"
"901418955","CONJUNTO RESIDENCIAL MAZZARO ETAPA 1 P.H","Persona Jurídica","CR 32 A 77 SUR 73","Sabaneta","3173676046","conjuntoresidencialmazzaro@gmail.com"
"901441644","EDIFICIO VISTA DEL VALLE TORRE 1 ETAPA 1 P. H.","Persona Jurídica","CR 32 B 63 B SUR 33","Sabaneta","3345055","contabilidad@tmgservicios.com"
"901462757","CONJUNTO RESIDENCIAL ANTARES ETAPA 6 TORRE 6 - PROPIEDAD HORIZONTAL","Persona Jurídica","CL 32 C 28 A 70","Medellín","3006162174","antaresciudadelat6@gmail.com"
"901464618","EDIFICIO EL ENCANTO P.H.","Persona Jurídica","Calle 40 C sur # 42 A 27","Envigado","58623491","edificioelencantoph@gmail.com"
"901493310","CONJUNTO RESIDENCIAL DUBLIN P.H.","Persona Jurídica","CR 35 65 S 135","Sabaneta","3103423917","comprascrismatt@gmail.com"
"901508042","CONJUNTO MIXTO EDIFICIO FORETTI PH","Persona Jurídica","Cr 43A 15sur 15","Medellín","3006162174","forettiadmon@gmail.com"
"901522487","CONJUNTO RESIDENCIAL CANTO APARTAMENTOS -PROPIEDAD HORIZONTAL","Persona Jurídica","CR 35 19 620","Rionegro","3667253","tesoreria@caaph.co"
"901537569","CONJUNTO RESIDENCIAL TIERRA GRATA BOSQUE SANTO PH","Persona Jurídica","CR 31 19 445","Medellín","3173857907","contabilidad@tmgservicios.com"
"901539316","CONJUNTO INMOBILIARIO PARMA -PROPIEDAD HORIZONTAL","Persona Jurídica","CL 12 40 A A 135","Medellín","4480786","tesoreria@admonyasesorias.com"
"901539578","EDIFICIO GO LIVING & SUITES-PROPIEDAD HORIZONTAL","Persona Jurídica","CL 10 SUR 45 45 240 260","Medellín","4480786","tesoreria@admonyasesorias.com"
"901540475","URBANIZACION FORESTA P.H","Persona Jurídica","CR 24 C CL 41 SUR 127 URB FORESTA","Envigado","3016940","urbanizacionforestaph@gmail.com"
"901548331","CONDOMINIO ALCALA P.H","Persona Jurídica","VDA EL TAMBO","La Ceja","3103733557","alcalacondominioph@gmail.com"
"901563326","ALTOS DE MARIA AUXILIADORA PROYECTO VIS P.H","Persona Jurídica","CL 56 SUR 34 52 54 VDA MARIA AUXILIADORA","Sabaneta","3137651481","auxiliadoraphaltosdemaria@gmail.com"
"901615409","EDIFICIO SANTA CLARA P.H.","Persona Jurídica","transversal 32 sur # 31 D 37","Envigado","123456879","edificiosantaclaraph1@gmail.com"
"901648372","EDIFICIO RIO VERDE - PROPIEDAD HORIZONTAL MIXTO","Persona Jurídica","CL 38 64 A 28 30 32 34","Medellín","3148506136","edificiorioverdeph@gmail.com"
"901685297","CONJUNTO DE USO MIXTO JARDINES DEL SUR P.H.","Persona Jurídica","CR 50 100 D SUR 189","La Estrella","3156718469","admonjardinesdelsurph@gmail.com"
"1017125584","LEIDY JOHANA LOBO PIEDRAHITA","Persona Natural","Cr. 49 56 50","Medellín","3484424",
"9002813351","ALTERNATIVAS VERTICALES SAS","Persona Jurídica","DG 32B 29 SUR 74","Medellín","3335893",
"9999999999","OTROS CLIENTES","","","","",
"90627371","EDIFICIO ROBLES DE LA CALERA","Persona Jurídica","","","",
"901575084","WALL APARTAMENTOS - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 29 A 5 SUR 332","Medellin","",
"900731875","EDIFICIO  MACANA - PROPIEDAD HORIZONTAL","Persona Jurídica","CR 37 2 SUR 7","Medellin","","consueloorozco@conbienesurbanistica.com"
"901541186","EDIFICIO KAMELOT P.H ","Persona Jurídica","CR 45 A 79 SUR 134","Sabaneta","3662204","gerenciapropiedadhorizontal@gmail.com"
"901200501","SAN FRANCISCO CENTRO EMPRESARIAL","Persona Juridica","CR 43 A 14 57 63 Y CR 43 B 14 44 46 48 50 54","Medellin","3104553260",
"901134108","URBANIZACIÓN KORE APARTAMENTOS PH","Persona Juriica","CR  46 No. 76 Sur 70","Sabaneta","",
"900016568","UNIDAD RESIDENCIAL SENDERO DE
LOS BERNAL","Persona Juridica","CL 7 80 119","Medellin","",
"901301265","EDIFICIO ZURICH   P.H.","Persona Juridica","Cl. 48 F F Sur 42 C -113","Envigado","","edificiozurichph@gmail.com"
"901719576","SERRANIA DE LOS BOSQUES  P.H.","Persona Juridica","Cr. 15 A 10B 95","","","administracion3@next-one.com.co"
"900551702","EDIFICIO VILLA SOL P.H.","Persona Juridica","CL 84 58 50","Itagui","","admonvillasol@gmail.com"
"900037468","UNIDAD RESIDENCIAL BALCON DE LA RAZA P.H.","Persona Juridica","Cl","Envigado","8888",
"900645675","CONJUNTO RESIDENCIAL CANTOLUNA P.H.","Persona Juridica","CR 43 A 70 SUR 17","Sabaneta","3145863964","crcantoluna@hotmail.com"
"811042796","URBANIZACION NUEVO LINARES DE LA SIERRA PROPIEDAD HORIZONTAL","Persona Juridica","CL 45 SUR 41 135","Envigado","3343539","nuevolinaresdelasierraph@hotmail.com"
"901741670","EDIFICIO TURIN LUXURY - PROPIEDAD HORIZONTAL","Persona Juridica","CL 42 74 58 64 68 CL 43 74 45 53 61 69","Medellin","3014317679","turinluxuryph@gmail.com"
"901045354","CONJUNTO RESIDENCIAL PALMERAS ETAPA 3 P.H","Persona Juridica","CL 40 A SUR 24 B 105","Envigado","3045310707","pagos.aph@gmail.com"
"901180065","LISBOA - PROPIEDAD HORIZONTAL","Persona Juridica","CL 72 SUR 35 240","Sabaneta","5671790","urbanizacionlisboaph@gmail.com"
"900770050","URBANIZACION  Q - CONCEPT","Persona Juridica","CL 18 A SUR 25 C 25","Medellin","3146104691","urbanzacionqtower@gmail.com"
"900778000","URBANIZACION  Q - FEEL","Persona Juridica","CL 18 A SUR 25 C 25","Medellin","3146104691","urbanzacionqtower@gmail.com"
"900778050","URBANIZACION  Q - TOWER","Persona Juridica","CL 18 A SUR 25 C 25","Medellin","3146104691","urbanzacionqtower@gmail.com"
"900905796","URBANIZACION MUGA P.H.","Persona Juridica","Cr 27 B 37 B Sur 80","Envigado","3103733557","tesoreria@caaph.co"
"900260810","MASEG S.A.S.","Persona Juridica","CL 28 69 B 08","Medellin","5824055","comercial@masegseguridad.com"
"800254204","SOCIEDAD CIVIL EL NUEVO COLEGIO S.A.","Persona Juridica","CR 9 11 SUR 338","Medellin","5207270","contabilidad@thenewschool.edu.co"
"900432922","CONJUNTO RESIDENCIAL OLIVARES DE CAMINO VERDE P . H . ETAPA 1","Persona Juridica","CR 25 39 B SUR 101","Envigado","3045786452","olivarescaminoverde@gmail.com"
"900259520","EDIFICIO ZAFIRO P.H.","Persona Juridica","CL 39 66 A 68","Medellin","3117595141","secretariacoad@gmail.com"
"777777777","EDIFICIO ASTORGA","Persona Juridica","Cl ","Poblado","66666",
"901626082","EDIFICIO VILANOVA SUR P.H.","Persona Juridica","CR 34 B CR 50 A 45","Itagui","3013939702","vilanovasurph@gmail.com"
"811009827","CONJUNTO RESIDENCIAL TIERRA DULCE P.H","Persona Juridica","CR 32 16 300","Medellin","3127464","jcaasesorias@une.net.co"
"901164274","URBANIZACION VILLA ROMERA CAMPESTRE - PROPIEDAD HORIZONTAL","Persona Juridica","CR 38 55 A SUR 130","Sabaneta","3113478777","admonvillaromera@gmail.com"
"901661339","URBANIZACION SAINT MICHEL APARTAMENTOS PROPIEDAD HORIZONTAL","Persona Juridica","CL 11 SUR 29 E 115","Medellin","3104553260","administracion@admonyasesorias.com"
"900311867","URBANIZACION BOSQUEADENTRO P.H.","Persona Juridica","Cra 27 A 36 Sur 150","Envigado","316321146","tesoreria@caaph.co"
"42897084","HOTEL LLERAS EXPRESS","Persona Juridica","Cr 38 No. 10-33","Medellin","8756972","migutierrezb@hotmail.com"
"901741619","URBANIZACION RECINTO DE GUALANDAY - PROPIEDAD HORIZONTAL","Persona Juridica","CR 63 31 B 123","Rio Negro","3103733557","tesoreria@caaph.co"
"1017211526","HOTEL DIX","Persona Juridica","CL 10 41 21","Medellin","6044480341","migutierrezb@hotmail.com"
"900238491","PROPIEDAD HORIZONTAL EDIFICIO ""TORRE AVALONIA"" P.H.","Pesona Juridica","CR 66 38 34","Medellin","3104143780","avaloniaph@hotmail.com"
"900164170","EDIFICIO CANTABRIA P.H.","Persona Juridica","CR 47 20 SUR 46 IN 1","Envigado","3002254256","admonpropiedad@une.net.co"
"901188513","CONJUNTO RESIDENCIAL SELVATICA ETAPA1 P.H.","Persona Juridica","CL 72 SUR 33 59","Sabaneta","4449624","crselvaticaapartamentosph@gmail.com"
"22222222","BALCONES DE TRIANON","Persona Juridica","Ckl 73","Medellin","999999",
"900638675","URBANIZACION SAUCES DEL SUR  P.H","Perosna Juridica","Cl 99 Sur 49 D 73","Medellin","3135615670","admonsaucesdelsur@gmail.com"
"901336080","CORPORACION CINTURON VERDE","Pwrsona Juridica","CR 12 2 10","Medellin","3136508033","asesoresgese@gmail.com"
"900259699","CONJUNTO RESIDENCIAL "" SANTAS MARIAS DE LOS BALSOS"" P.H.","Persona Juridica","CL 16 A SUR 9 E 50","Medellin","3117468884","info@next-one.com.co"
"900947614","EDIFICIO MIRADORES  DE ZUÑIGA","Persona Juridica","Cr. 47 19 SUR 64","Envigado","3113405830","alcaceballos@gmail.com"
"901428858","SALAMANCA APARTAMENTOS- PROPIEDAD HORIZONTAL","Pesona Juridica","CR 29 A 5 SUR 275","Medellin","3104553260","administracion@admonyasesorias.com"
"800033658","CONJUNTO RESIDENCIAL VIZCAYA REAL N.1 P.","Persona Juridica","Cr 32 B 10 30","Medellin","3054253646","vizcayareal1ph@gmail.com"
"901573607","PARQUE LOGISTICO QUALITY CENTER","Persona Juridica","CARRERA 43A 15 SUR 15","Medellin","6042554200","gerenciaquality@mts.com.co"
"900445344","INVERSIONES FAJITEX SAS","Persona Juridica","AV 33 N 78 131 LC 202","Medellin","4447169","catherinealvarez@fajasfajitex.com"
"77777777","SIERRA MORENA","Persona Juridica","Cr","Medellin","99999",
"901469538","PASEO COMERCIAL AMSTERDAM PLAZA - P.H","Persona Juridica","Carrera 25 # 4 ? 165","Medellin","(57604) 2554200","asistenteamsterdam@mts.com.co"
"900845027","URBANIZACION AMARELLO INN PROPIEDAD HORIZONTAL","Persona Juridica","CR 27 D 27 SUR 164","Envigado","3175917850","tesoreria@caaph.co"
"890933248","UNIDAD RESIDENCIAL CATAY BLOQUE 2 P.H.","Persona Juridica","CL 5 E 35 A 101 IN 2
","Medellin","3103733557","tesoreria@caaph.co"
"8110159452","TORCOROMA ALDEA CAMPESTRE P.H","Persona Juridica","CR 25 A 36 D 100","Envigado","4484173","tesoreria@caaph.co"
"901593206","EDIFICIO TULIPANES DE SANTA MARÍA P.H.","Persona Juridica","CR 44 17 SUR 90 112 116","Medellin","3147735239","contacto@ambientehorizontal.com"
"800062608","EDIFICIO BALCON DE LOS CEDROS P.H.","Persona Juridica","CL 6 25 34","Medellin","3128505413","balcondeloscedros@gmail.com"
"800156664","HOTEL CASA LAURELES - INV CAMPO ISLEÑO","Persona Juridica","Av. Colon 2-77","Medellin","5123026","adrianaq@solarhoteles.co"
"900306768","URBANIZACION CUMBRES DEL BOSQUE P.H","Persona Juridica","CL 27 D SUR 27 C 15","Envigado","3127838254","ANDRESGIRALDO76@HOTMAIL.COM"
"900393386","URBANIZACION ENTREPUENTES P.H.","Persona Juridica","Cl. 5 A 35 107","Medellin","3120163","bdentrepuentes@gmail.com"
"900637403","EDIFICIO RIO DE LA PLATA PROPIEDAD HORIZONTAL","Persona Juridica","CL 49 A CR 39 37","Medellin","3234880330","alejandro.jags@gmal.com"
"77777778","RUTA N","Persona Juridica","cl","Medellin","777",
"900543702","URBANIZACION LA VEGA PARQUE RESIDENCIAL P.H.","Persona Juridica","CR 38 CL 75 B SUR 115","Sabaneta","3206900903","copropiedadlavega@gmail.com"
"901122122","CORTEZZA TERRANUM DESARROLLO SAS","Persona Juridica","Cl 26 92 32 MD -G ","Medellin","7426060","contabilidadfacturacion@terranum.com"
"890900938","CORPORACION EDUCATIVA COLOMBO BRITANICO","Persona Juridica","Tv 29  Sur 32 B 97","Envigado","3327799","manuellopez@ccbenv.edu.co"
"890939572","EDIFICIO TURINGIA P.H.","Persona Juridica","CR 32 CL 6 SUR 260","Medellin","3175917850","TESORERIA@CAAPH.CO"
"900401190","EDIFICIO ALPES PLAZA PROPIEDAD HORIZONTAL","Persona Juridica","CL 30 A 83 25","Medellin","3172183456","alpesplaza.ph@gmail.com"
"811033259","SOLUCIONES CIVILES S.A.S.","Persona Juridica","CR 43 B 16 41 OF 1703","Medellin","6044483960","info@solciviles.com"
"901451986","URBANIZACION ALMENDROS DE LA CALERA- P. H.","Persona Juridica","CL 6 A 16 35","Medellin","3103983554","recepcion@abelardoyepes.com"
"811008176","CONJUNTO RESIDENCIAL GUADUALES DE PATIO BONITO II","Persojna Juridica","CL 5 43 D 23","Medellin","3003255858","guadualespatiobonito2@gmail.com"
"811003430","TORRE DE LOS CHALETS P.H","Persona Juridica","CR 74 41 28","Medellin","3127609265","nidiadegomez@hotmail.com"
"999999989","PARCELACION  SAN LUIS   CASA 27","Persona Juridica","Cr 74","Medellin","9999999","parcelacion@gmail.com"
"900769356","EDIFICIO MIXTO ""SOLOHIO 2"" PROPIEDAD HORIZONTAL","Persona Juridica","CR 67 48 D 109","Medellin","3128314328","solohio@hotmail.com"
"901600255","URBANIZACION VILLA ROMERA UG-2 P.H.","Persona Juridica","CL 56 SUR 38 112","Sabaneta","3216049880","villaromeraug2a2b@gmail.com"
"900363075","ASOCIACION DE VIVIENDA COMUNITARIA SIERRA CAMPESTRE","Persona Juridica","CL 35 50 A 74","Itagui","3725886","yanetmartinez1971@hotmail.com"
"901016488","URBANIZACION BRUJAS CAMPESTRE P.H","Persona Juridica","CL 37 B SUR 27 17","Enviado","3127069414","brujascampestre@hotmail.com"
"900307389","CONJUNTO RESIDENCIAL URBANIZACION PARQUE DE LOS BERNAL P.H.","Persona Juridica","CR 84 B 7 95 CON PARQUE DE LOS BERNAL ","Medellin","3016210281","parquedelosbernal@gmail.com"
"900193435","URBANIZACION JARDINES DE LA MARIA 1 ETAPA 1 P.H.","Persona Juridica","CR 44 22 SUR 51","Envigado","311348400","jardinesdelamariaph@gmail.com"
"901831449","EDIFICIO SAKURA APARTAMENTOS P.H.","Persona Juridica","CL 74 SUR 35 72","Sabaneta","3013939702","admonsakura@gmail.com"
"900327261","CONJUNTO DE USO MIXTO TORRES DEL RIO P.H.","Persona Juridica","CL 19 CR 43 G 155","Medellin","3187398922","ctorresdelrio@gmail.com"
"900027168","EDIFICIO BOM BINI  P.H","Persona Juidica","CR 36 1 B 80","Medellin","3104143780","edificiobombini@gmail.co"
"800077372","URBANIZACION MILAN CONDOMINIO 4 P.H. ","Persona Juridica","Cr 46B 43 Sur 20","Medellin","6043312563","urbmilan4@mail.com"
"811003185","UNIDAD RESIDENCIAL MULTIFAMILIARES COMPOSTELA P.H","Persona Juridica","CL 15 A 79 366","Medellin","3156437588","urcompostela@hotmail.com"
"811016358","EDIFICIO SAN SEBASTIAN DE LA FRONTERA P.H.","Persona Juridica","Cl 20 Sur 351422","Medellin","6043140370","claraarango5@gmail.com"
"800215145","URBANIZACION ""VILLA VERDE II"" (SUBETAPAS 2A Y 2B)-P.H.","Persona Juridica","CR 81 B 7 A 49 BRR BELEN LOMA DE LOS BERNAL","Medellin","3053303256","urbanizacionvillaverdedos@gmail.com"
"900069145","URBANIZACION PARQUE DE SAN CARLOS P.H.","Persona Juridica","CL 45 A SUR CR 39 B 190","Envigado","3216166316","parquesancarlosph2021@gmail.com"
"900960591","EDIFICIO TORRE LAS ACACIAS P.H","Persona Juridica","CR 50 N 137 A SUR 15","Caldas","3064179","edificiotorrelasacacias@hotmail.com"
"900074782","EDIFICIO MILAN ","Persona Juridica","CR 46 C 44 SUR 100","Envigado","3022744","xxxxx@xxx"
"900537981","EDIFICIO SAN LORENZO DEL ESCORIAL P.H","Persona Juridica","CL 46 CR 43 127
sanlorenzophmedellin","Medellin","3182682804","sanlorenzophmedellin@gmail.com"
"811046694","CONJUNTO RESIDENCIAL URBANIZACION SOL DE PLATA P.H.","Persona Juridica","CL 46 SUR 46 C 100","Envigado","3206861123","casoldeplata@gmail.com"
"900679454","CONJUNTO RESIDENCIAL MIXTO DOMINICA TORRE 3 - PROPIEDAD HORIZONTAL","Persona Juridica","CL 9 SUR 79 C 139","Medellin","3233460533","crdominica@hotmail.com"
"890908604","EDIFICIO CASA BLANCA","Persona Juridica","CL 52 43 118","Medellin","3122914823","edificiocasablancaph22@gmail.com"
"901612107","EDIFICIO MULTIFAMILIAR FENIX - PROPIEDAD HORIZONTAL","Persona Juridica","CL 51 81 A 28 30 32","Medellin","3014936655","beatrizaranzazu02@gmail.com"
"811013058","CONJUNTO RESIDENCIAL EL ASTILLERO -P.H.","Persona Juridica","CR 82 CL 52 B 30","Medellin","3218330052","rumbera-2505@hotmail.com"
"901336243","CONJUNTO BULEVAR DEL ALCAZAR P.H. ETAPA 1","Persona Juridica","CR 43 A 64 SUR 65","Sabaneta","3104223300","administracion@bulevardelalcazar.com"
"890981800","EDIFICIO LORENA P-H","Persona Juridica","CL 52 N 40 156","Medellin","3206713788","ed.lorenaph@gmail.com"
"900051123","URBANIZACION PORTOFINO P.H","Persona Juridica","CR 32 6 SUR 295","Medellin"," 3046154852","phportofino@gmail.com"
"900115371","URBANIZACION JARDINES DE MONTIEL P.H","Persona Juridica","CL 24 SUR 39 37","Envigado","3212253","jardinesdemontielph@gmail.com"
"900978654","ENTORNO INMOBILIARIO DEL SUR S.A.S.","Persona Juricia","C L 1 29 330 I N 301","Medellin","3013939702","delsurentornoinmobiliario@gmail.com"
"900180530","EDIFICIO JARDINES DE LA ABADIA P.H","Persona Juridica","CR 28 27 SUR 39","Envigado","3102079385","jardinesdelaabadia@gmail.com"
"800150443","COMPAÑIA DE CONSTRUCTORES ASOCIADOS S.A.","Persona Juridica","CL 6 SUR 43 A 180","Medellin","6042665050","impuestos@casa.com.co"
